Gerhart,Jason,Maria,100,0,Jeddah
Hedges,Mary,Karen,100,2,Jeddah
Jones,John,Carrie,100,1,Jeddah
Moorhead,Gregory,Stephanie,100,0,Jeddah
Murray,Wayne,Ernest,100,0,Jeddah
Rothe,Elmer,Renee,100,2,Jeddah
Anderson,Ethel,Shaniqua,101,0,Jeddah
Bass,Joseph,James,101,3,Jeddah
Bilderback,Tracey,Nancy,101,3,Jeddah
Frazier,Nathan,Woodrow,101,2,Jeddah
Hales,Vernon,Michelle,101,2,Jeddah
Dukes,Margaret,Michael,102,1,Jeddah
Flannigan,Mary,Joann,102,0,Jeddah
Roberts,Marvin,Dorothy,102,2,Jeddah
Calico,Sallie,Virginia,103,1,Jeddah
King,Bessie,James,103,1,Jeddah
Martin,Micah,Anthony,103,1,Jeddah
Nine,John,Todd,103,0,Jeddah
Turner,Charlotte,Rhonda,103,0,Jeddah
Callahan,Hector,Michelle,104,2,Jeddah
Coffin,Theresa,Sean,104,3,Jeddah
Howell,Madelyn,Randall,104,3,Jeddah
Legace,Barbara,Avis,104,3,Jeddah
Mann,James,Pearl,104,1,Jeddah
Brown,Sandra,Jamie,105,3,Jeddah
Elliott,Tina,Paul,105,0,Jeddah
Hines,Randall,Gerardo,105,0,Jeddah
Jones,Dinah,William,105,3,Jeddah
Paiz,Robert,Terry,105,1,Jeddah
Watts,Joseph,William,105,2,Jeddah
Craven,Julia,Carmen,106,2,Jeddah
Duncan,Jacqueline,Harley,106,2,Jeddah
Franklin,Lupe,Sean,106,1,Jeddah
Grondin,Phung,Abby,106,3,Jeddah
Rose,Walter,Sara,106,0,Jeddah
Zimmer,Eddie,Lance,106,3,Jeddah
Zullo,Sara,Yu,106,1,Jeddah
Cianfrini,Gary,Deborah,107,0,Jeddah
Demars,Mary,William,107,3,Jeddah
Donis,Lisa,Gina,107,0,Jeddah
Farias,Thomas,Shawn,107,0,Jeddah
Lane,Erin,Gwendolyn,107,3,Jeddah
Lindsay,William,Irene,107,2,Jeddah
Steib,Cynthia,Harold,107,0,Jeddah
Woods,Maria,Craig,107,0,Jeddah
Burkett,Cathy,Santo,108,3,Jeddah
Laduke,Christopher,Sean,108,3,Jeddah
Leighton,Minnie,Christian,108,2,Jeddah
Billings,Billy,John,109,1,Jeddah
Campbell,Ginger,Jayne,109,3,Jeddah
Dietrich,Diana,Delores,109,0,Jeddah
Jagger,Margaret,David,109,2,Jeddah
